ID,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15
1396,5,5,1,1,5,5,4,2,1,4,5,5,1,5,5
1397,5,5,4,5,5,3,5,5,2,5,3,5,5,2,5
1398,5,5,3,4,2,4,5,3,1,5,4,5,4,2,5
1399,4,4,1,2,4,4,3,1,2,5,4,3,2,2,4
14,4,2,1,1,1,1,1,1,1,3,2,2,1,2,3
140,5,5,1,4,4,5,2,1,5,1,5,4,1,5,5
1400,5,4,1,4,3,5,4,1,1,4,5,5,1,3,4
1401,4,3,2,2,5,2,3,2,2,5,4,3,3,3,5
1402,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1403,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
1404,3,4,2,2,4,4,4,1,2,4,4,2,1,4,4
1405,2,4,1,3,4,3,2,1,2,5,4,4,2,4,4
1406,3,4,1,1,1,1,2,1,2,1,3,1,2,3,4
1407,4,4,1,1,1,1,4,1,1,4,4,3,1,1,4
1408,5,3,2,5,4,4,2,5,1,4,4,1,3,4,5
1409,3,4,1,2,5,3,5,1,5,1,5,2,2,5,5
141,5,5,1,2,5,4,1,2,2,5,4,4,1,5,5
1410,3,2,1,3,3,4,3,2,1,4,2,5,1,4,5
1411,5,2,2,3,5,5,3,2,2,4,3,1,2,4,5
1412,2,3,1,1,1,2,1,1,1,2,2,1,1,2,2
1413,1,5,1,5,5,5,1,1,1,1,5,5,1,5,5
1414,4,1,1,4,3,5,1,1,1,4,4,1,1,3,5
1415,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1416,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
1417,4,5,2,2,4,5,4,3,3,5,4,4,3,3,4
1418,3,1,1,1,1,3,1,1,1,5,4,1,1,1,3
1419,1,2,1,1,1,2,1,1,1,3,1,1,1,3,3
142,5,5,1,5,5,5,5,1,4,3,5,5,1,4,5
1420,5,5,4,4,2,5,4,5,4,5,4,4,4,5,2
1421,5,5,3,5,5,5,5,3,5,5,5,5,3,5,5
1422,2,3,1,1,1,2,1,1,1,2,2,2,1,1,5
1423,4,3,1,4,5,4,3,1,5,5,5,3,1,4,5
1424,3,2,1,2,2,3,1,1,1,2,4,1,1,1,3
1425,5,5,5,5,5,5,4,5,4,5,5,2,5,5,5
1426,4,4,4,3,5,4,4,4,4,5,3,4,3,4,4
1427,4,3,2,2,2,2,2,3,2,3,3,3,4,4,4
1428,4,2,4,4,2,4,2,4,2,5,5,1,2,4,5
1429,2,1,1,1,2,2,1,1,1,4,4,1,1,1,4
143,5,5,3,3,2,5,3,2,4,1,5,1,1,5,5
1430,4,4,2,5,4,5,5,2,2,2,4,4,2,5,5
1431,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1433,4,3,1,4,4,4,3,3,4,5,5,3,4,5,5
1434,2,2,1,1,3,2,1,1,1,4,2,1,1,2,4
1435,4,4,5,3,4,5,3,5,3,5,2,5,3,5,5
1436,4,4,1,3,4,3,4,4,2,5,4,3,2,3,5
1437,4,4,1,1,4,4,2,1,1,5,4,4,1,5,5
1438,1,5,1,1,5,1,3,5,1,1,5,5,1,5,5
1439,2,2,1,2,5,1,1,1,1,3,3,1,1,2,5
144,4,3,2,4,3,3,3,2,2,4,3,3,2,3,4
1440,2,1,3,2,1,2,1,3,2,4,4,2,2,4,3
1441,3,1,1,3,4,3,2,1,1,5,3,1,1,3,5
1442,3,1,2,1,3,3,1,1,1,5,4,2,1,2,5
1443,4,3,1,3,2,5,2,4,2,5,5,2,3,4,5
1444,4,2,1,2,3,3,2,1,1,3,4,1,1,2,5
1445,3,2,1,1,2,3,2,3,1,4,4,2,2,3,5
1446,4,4,1,2,5,4,2,1,1,3,4,3,1,3,5
1447,1,2,1,1,1,2,1,1,1,4,2,1,1,2,5
1448,2,1,1,1,1,1,1,1,1,5,1,1,1,1,5
1449,2,5,4,1,1,2,3,4,2,2,1,2,1,4,5
145,3,4,1,2,4,2,5,1,2,2,2,4,1,3,5
1450,5,3,3,1,4,5,2,4,2,5,5,1,3,4,5
1451,2,1,1,1,4,2,1,1,1,1,1,1,1,1,3
1452,2,2,1,2,2,2,1,1,1,2,2,1,1,2,4
1453,5,5,1,3,5,4,5,1,5,5,5,5,1,2,5
1454,5,5,1,3,5,5,1,3,3,5,5,1,3,3,5
1455,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1457,5,3,1,2,4,5,2,1,3,4,4,4,1,1,5
1458,5,4,2,3,2,5,4,1,4,4,5,4,1,4,5
1459,5,2,2,4,4,4,2,2,4,4,4,3,2,4,4
146,3,3,2,3,3,3,3,2,3,3,3,2,1,1,4
1460,5,2,2,4,2,4,2,1,1,3,3,2,2,4,5
1461,5,5,3,4,5,5,3,3,3,4,5,3,2,3,5
1462,5,5,1,4,4,2,5,4,5,5,5,4,2,4,5
1463,2,2,1,2,5,3,2,2,3,5,3,2,1,2,5
1464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1466,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3
1467,5,4,3,4,2,3,2,3,4,4,4,4,3,4,4
1468,4,3,1,3,2,3,3,2,3,3,3,3,3,3,4
1469,1,2,1,1,2,1,1,1,1,2,1,1,1,1,3
147,2,2,2,3,1,4,2,2,1,4,2,2,3,2,2
1470,2,4,4,5,5,5,5,5,5,3,2,4,2,5,5
1471,5,1,1,1,4,1,1,1,1,1,3,1,1,5,4
1472,2,3,2,2,4,2,5,3,4,2,2,4,1,1,3
1473,3,2,1,2,1,2,2,1,1,4,3,3,1,2,3
1474,5,5,3,3,5,5,5,3,3,5,5,5,3,5,5
1475,2,2,1,1,1,2,1,1,1,4,3,4,1,1,2
1476,5,5,3,4,5,4,5,4,3,4,3,4,4,4,5
1477,5,4,2,3,5,3,4,5,3,4,3,4,4,5,5
1478,2,4,1,4,3,4,1,1,1,3,4,2,1,4,5
1479,5,5,3,3,2,3,2,4,1,1,4,3,1,2,4
148,3,2,1,4,2,5,2,1,2,5,4,2,3,3,5
1480,3,1,1,1,2,3,1,1,2,2,3,1,1,3,4
1481,5,5,3,2,4,5,4,5,3,5,5,4,3,2,5
1482,2,2,1,1,2,1,1,1,1,4,3,1,1,1,5
1483,3,4,1,4,3,3,2,2,1,5,2,3,1,2,4
1484,1,2,1,1,3,1,2,1,1,4,3,1,1,1,3
1485,3,3,1,1,2,2,2,1,1,2,4,3,1,2,3
1486,4,1,2,4,3,3,1,3,2,2,1,1,1,2,5
1487,2,4,4,4,4,2,4,4,4,4,2,2,4,4,4
1488,2,2,1,1,2,2,2,1,1,2,3,2,1,3,5
1489,4,2,1,2,1,2,1,1,1,5,1,1,1,1,2
149,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5
1490,1,2,1,1,4,1,4,1,1,5,3,4,1,3,5
1491,4,3,1,1,4,5,4,1,1,4,4,3,3,5,4
1492,5,5,1,1,5,5,1,1,3,3,5,3,1,3,5
1493,5,1,1,1,5,1,1,1,1,5,5,2,1,2,5
1494,3,4,1,1,5,1,3,1,1,4,1,1,1,4,5
1495,3,3,1,2,2,2,1,1,1,2,4,1,1,2,5
1496,1,1,1,2,3,2,1,2,4,4,4,1,1,2,5
1497,5,5,4,5,3,5,4,5,3,3,4,5,3,3,5
1498,5,2,1,1,4,5,1,1,1,4,2,1,1,3,5
1499,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3
15,5,2,1,3,4,3,2,3,4,4,4,2,4,4,4
150,4,1,1,2,2,1,1,1,1,5,5,1,1,5,5
1500,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
1501,4,5,1,4,4,3,5,3,2,5,3,4,3,3,4
1502,4,2,2,4,4,3,2,3,4,4,4,2,2,4,5
1503,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1504,4,4,3,5,5,3,4,5,2,5,4,2,5,4,5
1505,2,2,1,2,2,2,1,1,2,3,4,2,1,2,4
1506,4,1,1,4,4,4,1,1,1,1,4,1,1,4,5
1507,3,4,2,2,2,4,2,3,1,4,4,2,1,3,4
1508,4,5,2,3,4,5,4,4,4,5,5,4,5,3,5
1509,4,4,3,4,3,4,3,3,4,4,4,3,3,4,5
151,2,1,1,3,2,3,2,1,1,2,1,1,1,2,4
1510,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4
1511,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1512,2,2,1,2,2,2,2,1,1,3,2,2,3,3,2
1513,4,2,1,4,4,4,1,1,4,2,4,1,1,1,4
1514,4,5,2,1,5,3,3,4,1,4,5,4,4,4,4
1515,4,5,1,1,1,1,1,4,1,4,1,1,1,1,1
1516,4,4,2,4,4,2,3,2,3,2,2,2,2,4,5
1517,1,1,1,3,3,1,1,1,1,3,1,1,1,4,4
1518,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1519,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2
152,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5
1520,3,4,5,2,4,3,5,5,1,5,1,4,5,3,5
1521,1,2,1,1,2,1,2,1,2,4,3,3,1,2,5
1522,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
1523,4,5,1,2,4,3,4,1,4,5,3,3,1,4,4
1524,3,1,1,1,4,1,1,1,4,4,4,1,1,4,5
1525,5,3,2,2,4,5,3,4,2,3,5,4,4,4,4
1526,4,4,1,4,5,5,5,1,3,3,5,5,1,3,4
1527,4,5,4,4,5,4,5,5,3,4,3,4,5,4,5
1528,2,3,1,1,4,2,1,1,2,2,2,1,1,1,4
1529,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1
153,2,1,1,1,4,1,1,1,1,4,1,1,1,1,4
1530,5,5,3,4,4,4,3,5,4,3,4,3,3,2,5
1531,2,2,1,2,5,3,2,1,1,5,5,1,1,1,5
1532,5,3,2,2,5,3,3,4,1,4,4,2,1,2,4
1533,5,5,1,3,4,3,3,2,1,5,5,4,2,4,5
1534,4,2,3,4,3,5,2,4,4,1,3,1,3,3,4
1535,5,1,1,1,5,5,1,5,1,5,5,1,5,5,5
1536,4,3,3,4,5,5,4,4,2,5,4,4,4,4,5
1537,5,1,1,4,4,3,2,4,4,4,4,2,4,5,5
1538,5,3,2,4,4,5,2,3,3,5,5,3,2,5,5
1539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,3,3,1,1,4,2,4,4,2,4,3,1,4,3,5
1540,4,4,2,2,4,4,4,3,3,3,4,4,4,4,4
1541,4,2,1,2,1,1,1,1,1,4,4,1,1,3,4
1542,5,3,1,3,4,5,3,2,4,5,5,3,3,5,5
1543,4,2,1,1,1,4,3,1,3,2,3,2,1,3,3
1544,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4
1545,5,2,1,4,5,5,1,4,2,3,4,1,3,5,5
1546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1547,4,2,1,1,4,5,2,1,1,3,4,2,1,1,5
1548,5,4,3,3,3,4,3,5,2,3,3,3,3,5,5
1549,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
155,2,1,1,1,1,1,2,1,1,4,2,2,1,1,4
1550,3,2,1,1,2,1,1,1,1,4,1,1,1,2,5
1551,4,1,1,1,1,1,1,1,1,5,4,1,1,2,4
1552,5,5,5,3,5,3,4,5,2,4,5,3,4,3,5
1553,5,3,2,2,2,5,3,3,4,5,4,3,2,4,5
1554,4,3,1,2,2,4,1,1,1,4,3,1,1,4,4
1555,4,4,1,2,4,4,5,1,2,4,4,4,1,4,5
1556,2,3,1,1,1,2,4,1,1,1,2,4,1,2,3
1557,5,5,4,5,4,5,5,5,5,4,4,5,5,5,5
1558,4,3,1,1,2,2,2,1,1,3,2,1,1,1,4
1559,3,2,1,1,4,1,2,1,1,4,3,2,1,4,2
156,4,5,1,4,5,3,4,2,1,5,3,4,1,3,5
1560,2,3,1,1,1,2,2,1,1,1,2,1,1,1,4
1561,4,4,4,4,4,4,5,4,4,5,4,4,4,5,5
1562,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2
1563,5,5,5,3,5,3,3,5,3,2,3,5,5,4,3
1564,2,4,2,4,4,4,2,3,4,2,4,2,2,4,4
1565,4,3,2,3,4,3,3,4,3,4,4,3,3,3,5
1567,4,3,2,3,4,4,4,4,3,4,3,4,2,3,4
1568,4,3,1,4,4,5,3,3,4,5,5,2,2,5,5
1569,4,1,1,1,2,3,1,1,1,1,4,2,1,1,2
157,5,3,1,1,1,4,3,1,1,5,4,2,1,4,5
1570,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5
1571,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5
1572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1573,1,2,1,3,4,3,2,1,3,4,2,2,1,2,4
1574,1,1,1,1,1,2,1,1,1,2,3,1,1,1,2
1575,2,1,1,1,1,2,1,1,1,4,3,1,1,1,4
1576,4,1,1,1,4,4,1,3,2,5,5,1,2,2,5
1577,2,1,1,1,1,2,1,1,1,2,2,1,1,1,3
1578,2,2,1,1,4,3,2,1,1,5,4,2,1,1,5
1579,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1
1580,5,5,1,5,5,4,5,1,1,1,5,5,1,1,5
1581,3,2,1,2,1,3,1,1,1,3,5,1,1,2,5
1582,2,1,1,1,4,1,1,1,3,4,3,1,1,2,3
1583,5,4,1,1,1,1,1,1,1,4,4,4,1,1,4
1584,4,3,1,2,2,3,2,1,1,2,4,2,1,2,5
1585,5,3,1,2,4,4,1,1,1,5,5,1,1,1,5
1586,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
1587,2,1,1,1,2,1,1,1,1,3,2,2,1,1,4
1588,5,4,2,2,1,1,4,3,1,5,5,2,3,2,5
1589,5,2,1,1,5,3,2,1,1,4,4,1,1,5,5
159,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1
1590,4,4,1,3,4,4,2,1,1,4,4,4,1,4,5
1591,4,2,1,1,2,4,4,1,1,1,2,1,1,1,4
1592,3,4,1,2,3,4,4,2,2,4,3,2,2,3,2
1594,2,1,1,1,3,1,1,1,1,1,1,1,1,2,3
1595,4,1,4,1,4,1,2,5,1,4,3,2,4,1,5
1596,2,3,4,2,2,3,4,4,2,2,3,4,3,2,4
1597,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3
1598,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4
1599,4,1,1,1,4,2,1,1,1,5,3,1,1,4,4
16,3,2,4,3,4,3,3,4,2,3,3,2,4,2,3
160,5,5,2,3,1,5,4,3,1,5,5,5,2,4,5
1600,4,5,2,4,4,4,5,4,1,4,3,4,4,5,5
1601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1602,1,2,1,3,3,1,1,2,3,2,2,2,1,3,2
1603,2,2,1,2,2,3,3,2,4,2,1,2,2,4,3
1604,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4
1605,5,5,1,4,4,5,4,1,5,5,4,5,3,4,5
1606,4,2,3,4,1,3,2,3,3,3,4,1,2,2,4
1607,1,1,1,1,3,1,2,1,1,3,2,1,1,1,5
1608,1,4,1,1,2,2,3,1,1,2,1,2,1,1,4
1609,2,4,3,1,4,2,4,2,1,5,4,2,2,2,4
161,5,2,4,1,2,1,2,4,1,4,2,2,2,3,5
1610,4,4,1,4,3,4,4,1,4,3,4,4,1,3,4
1611,1,2,1,1,2,1,1,1,1,5,1,1,1,2,1
1612,4,4,1,3,4,4,4,1,1,4,3,3,1,2,4
1613,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1614,3,2,3,1,5,5,2,3,1,5,5,2,3,1,5
1615,4,1,2,4,4,1,1,2,1,5,2,1,4,1,4
1616,5,5,4,5,5,5,4,5,3,5,5,5,5,5,5
1617,5,5,1,1,2,3,4,1,1,5,4,3,1,4,5
1618,4,2,1,3,4,4,2,1,2,4,3,2,1,3,4
1619,5,4,3,4,4,5,4,3,3,4,5,5,3,4,5
162,2,2,1,1,2,3,1,1,1,4,2,2,2,3,2
1620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1621,5,5,2,3,3,5,2,2,2,1,1,1,1,5,5
1622,4,4,2,4,3,4,3,5,2,1,4,4,3,4,5
1623,5,4,1,2,4,4,5,1,4,4,5,2,1,2,5
1624,5,5,1,3,3,5,5,3,1,4,3,5,3,5,5
1625,1,3,1,2,3,1,1,1,1,1,1,1,1,1,2
1626,3,2,2,2,3,4,2,2,2,2,2,3,2,2,4
1627,5,4,5,4,5,5,2,5,4,4,4,4,5,3,5
1628,5,5,5,3,5,5,5,4,3,1,5,5,5,1,5
1629,4,4,3,3,5,5,5,4,1,5,5,4,2,4,5
163,4,2,1,2,2,2,2,1,2,2,2,2,1,2,4
1630,4,2,1,4,3,2,3,1,1,1,3,2,1,1,2
1631,5,3,1,3,5,5,3,1,4,4,5,4,1,3,5
1632,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1633,3,3,1,1,4,4,2,2,2,3,2,1,2,2,4
1634,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5
1635,3,4,1,2,4,3,4,1,1,5,3,3,1,3,5
1636,2,4,1,2,1,3,2,1,1,4,3,1,1,3,5
1637,3,1,1,3,3,4,1,1,1,3,4,1,1,4,5
1638,5,2,1,4,5,3,2,3,2,5,5,3,1,5,5
1639,3,3,1,3,4,3,3,2,4,4,3,3,3,4,5
164,4,1,1,1,3,4,1,1,1,5,3,1,1,2,3
1641,2,1,1,1,2,1,1,1,2,1,1,1,1,2,3
1642,5,1,3,4,4,4,1,3,1,5,5,2,3,3,4
1643,5,5,1,4,5,5,5,2,2,5,5,5,1,4,5
1645,5,4,1,3,2,4,4,1,2,3,5,3,1,4,3
1646,5,4,3,4,4,5,4,4,4,4,4,4,4,5,4
1647,4,4,1,3,3,3,4,1,2,2,3,4,1,4,4
1648,3,1,1,1,1,1,1,1,1,1,3,1,1,1,4
1649,5,4,2,3,2,4,4,1,2,5,3,3,1,3,5
165,4,3,1,4,4,4,3,1,1,2,4,4,2,4,5
1650,5,4,2,1,4,3,4,4,2,2,4,4,3,3,5
1651,1,1,1,1,3,1,1,1,1,4,4,1,1,1,4
1652,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1653,2,2,1,1,1,2,3,2,1,5,2,2,1,1,4
1654,5,5,3,5,5,5,5,3,5,5,5,5,3,5,5
1655,1,1,1,2,3,1,1,1,1,2,2,1,1,1,4
1656,1,4,1,1,2,3,3,1,1,4,4,3,1,4,5
1657,2,1,2,1,3,1,1,3,1,1,2,1,3,1,3
1658,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
1659,1,1,1,1,3,1,1,1,1,2,2,1,1,1,2
166,1,3,1,3,4,4,2,1,1,5,4,2,1,4,5
1660,1,1,1,1,1,1,1,3,2,1,3,3,1,1,4
1661,5,5,2,3,5,5,5,2,4,4,5,5,2,4,5
1662,5,4,1,2,3,4,5,1,1,5,2,4,1,1,5
1663,2,1,1,1,2,1,1,4,3,1,4,1,2,2,5
1664,4,4,1,3,2,5,3,1,3,4,4,2,1,5,5
1665,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1666,5,5,4,4,5,5,4,4,4,4,5,5,4,5,5
1667,4,1,1,3,1,4,3,2,1,2,4,2,1,1,4
1668,4,5,2,4,4,5,5,2,2,4,5,5,2,3,4
1669,1,1,1,1,2,1,1,1,1,3,1,1,1,1,4
167,4,4,3,3,4,4,4,4,3,4,3,5,2,4,5
1670,5,5,2,4,5,5,4,2,5,5,5,5,4,5,5
1671,4,3,1,1,2,4,2,1,1,2,3,2,1,1,5
1672,5,5,3,4,4,5,5,5,3,5,4,5,4,3,5
1673,3,3,1,3,3,1,4,1,1,3,4,1,1,1,4
1674,4,1,1,1,1,2,2,1,2,4,3,2,1,2,5
1675,5,5,1,5,5,5,4,1,5,5,5,5,1,5,5
1676,5,4,4,4,4,5,1,5,1,5,5,1,1,1,4
1677,1,1,1,1,3,1,3,1,1,3,1,1,1,2,4
1678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1679,5,5,1,5,5,5,5,1,3,5,5,5,1,5,5
168,1,1,1,1,3,4,1,1,1,5,4,1,1,1,5
1680,4,4,2,4,4,4,4,4,1,2,2,4,2,3,4
1681,4,5,4,4,4,5,4,5,5,3,3,4,4,4,4
1682,5,2,2,1,5,2,1,3,1,2,5,1,3,2,5
1683,5,2,1,5,4,1,1,1,4,2,4,1,1,5,5
1684,2,2,1,4,4,3,2,2,2,5,3,2,1,4,4
1685,2,2,5,1,1,1,3,3,1,5,1,2,2,2,5
1686,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2
1687,4,2,1,2,4,3,2,1,1,2,4,2,1,2,4
1688,5,3,1,2,5,5,1,1,4,2,5,3,1,5,5
1689,5,1,1,4,4,5,2,1,1,5,4,1,1,2,5
169,2,3,1,2,4,2,1,1,1,4,4,1,1,2,5
1690,2,3,2,2,2,3,2,3,2,5,4,2,2,2,5
1691,4,2,3,4,4,2,2,3,2,5,4,3,3,2,4
1692,5,1,1,3,4,3,1,3,2,5,4,1,1,3,5
1693,4,4,1,1,1,4,4,2,2,4,4,4,2,4,4
1694,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5
1695,3,1,1,2,1,3,1,2,1,4,3,1,1,1,5
1696,2,1,1,1,1,3,1,1,1,1,3,1,1,3,5
1697,4,4,1,4,4,4,1,1,2,4,4,3,1,3,4
1698,1,1,1,2,1,1,2,2,1,2,2,1,1,1,5
1699,4,1,3,4,2,3,5,4,4,1,2,3,2,4,5
17,4,5,1,3,4,4,4,1,1,4,3,4,1,3,5
170,1,1,5,2,5,1,2,5,2,2,1,1,5,3,4
1700,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3
1701,5,1,1,2,1,5,1,1,1,5,4,1,1,4,5
1702,5,2,1,4,3,5,2,1,4,3,2,2,1,1,5
1703,5,3,1,3,5,3,3,1,5,5,5,3,1,1,5
1704,5,5,1,4,4,4,4,3,3,4,5,4,2,4,5
1705,4,3,1,2,3,3,4,2,2,2,4,4,3,3,4
1706,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4
1707,5,3,1,2,5,2,3,1,1,5,4,1,1,1,5
1708,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1709,1,1,1,1,4,1,5,1,4,1,3,3,1,4,4
171,3,4,3,3,3,4,4,2,4,4,4,3,2,4,4
1710,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3
1711,4,2,1,1,1,4,1,3,1,4,5,1,1,1,5
1712,4,3,4,3,4,4,5,5,3,5,3,5,3,4,3
1713,1,2,1,3,1,2,2,1,1,2,2,1,1,2,2
1714,3,2,2,1,3,3,3,3,2,3,3,3,2,3,3
1715,4,4,1,1,2,4,3,1,1,5,2,1,1,1,4
1716,5,2,1,2,4,3,4,1,1,5,5,5,1,4,5
1717,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2
1718,4,3,2,4,3,3,2,2,4,4,4,3,2,4,5
1719,3,2,1,1,3,1,4,4,1,3,2,2,3,3,4
172,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5
1720,5,4,3,4,5,4,4,3,3,4,5,4,3,2,4
1721,4,4,2,5,4,4,5,2,4,3,4,4,1,2,4
1723,4,5,3,4,5,4,5,3,4,4,3,4,4,4,4
1724,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1725,2,2,1,1,3,1,2,1,1,3,3,2,1,1,3
1726,5,1,4,1,5,5,1,5,1,5,5,1,5,5,4
1727,2,4,1,1,3,1,1,3,1,5,1,1,1,2,5
1728,2,1,1,1,4,1,4,5,3,3,4,2,3,2,5
1729,4,4,1,4,4,4,3,2,4,4,4,4,4,3,5
173,5,5,1,5,5,3,1,1,1,5,5,1,1,2,5
1730,3,2,4,1,3,4,1,5,2,3,3,1,3,3,5
1731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1732,5,4,2,2,5,5,2,4,1,4,5,4,3,4,5
1733,4,3,2,2,5,4,2,3,4,5,5,3,2,5,5
1734,1,1,1,1,3,2,1,1,1,2,1,1,1,2,4
1735,5,5,3,5,5,3,2,3,4,3,5,4,2,4,5
1736,5,1,1,1,4,2,1,1,1,4,1,4,1,4,5
1737,4,5,3,4,2,5,5,2,2,5,4,5,2,4,4
1738,4,2,3,4,3,4,2,4,4,4,4,2,1,4,5
1739,5,5,3,5,5,5,5,5,5,5,5,5,3,4,5
174,5,4,1,1,2,3,4,2,1,4,4,5,1,1,5
1740,5,4,1,1,1,3,2,1,1,4,3,1,1,4,2
1741,1,1,1,1,3,3,1,1,1,1,1,1,1,1,5
1742,5,2,1,2,4,1,2,1,1,5,5,2,1,1,5
1743,5,4,5,3,3,4,5,1,1,1,4,4,1,4,4
1744,3,3,2,1,2,4,3,1,1,2,3,2,1,1,4
1745,4,4,1,3,1,3,3,1,1,5,2,4,1,4,5
1746,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4
1747,2,3,2,4,4,2,2,4,4,4,2,2,2,5,2
1748,4,3,1,2,1,3,1,1,4,3,3,3,1,2,4
1749,3,1,1,1,4,1,1,1,1,4,3,1,1,3,5
175,1,2,1,2,1,1,1,1,1,4,2,2,1,1,4
1750,3,2,1,2,3,4,2,1,2,4,3,2,1,2,5
1751,4,4,1,2,1,1,1,1,3,3,2,3,1,2,4
1752,3,4,1,4,3,3,1,1,1,1,2,4,1,2,4
1753,4,4,1,3,3,4,4,1,3,3,3,4,1,2,5
1754,2,2,1,1,2,3,2,1,1,1,2,2,1,1,1
1755,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2
1756,4,5,1,2,1,2,4,1,5,2,3,2,1,4,4
1758,2,3,1,1,1,1,1,1,1,2,1,1,1,1,5
1759,4,1,1,1,5,2,1,1,1,2,1,1,1,1,3
176,3,2,2,2,1,4,1,4,2,4,4,1,1,1,3
1760,2,1,1,2,1,3,1,1,1,1,2,1,1,2,4
1761,3,4,1,1,2,2,4,1,1,5,3,4,1,4,5
1762,4,2,2,2,2,3,2,1,3,3,3,3,2,3,5
1763,5,1,5,4,5,5,3,2,5,1,5,5,5,5,5
1764,4,2,1,1,2,1,2,2,3,4,4,3,3,4,4
1765,5,5,1,4,4,5,5,1,4,3,5,5,1,3,5
1766,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3
1767,1,2,3,3,2,3,4,4,3,3,1,3,3,1,3
1768,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5
1769,5,4,1,2,5,4,4,2,4,5,4,3,2,3,5
177,5,3,1,4,4,4,3,2,1,4,5,2,1,4,5
1770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1771,4,4,3,4,5,5,5,3,4,5,5,3,3,5,5
1772,4,2,1,1,2,1,2,1,1,2,1,1,1,3,2
1773,4,3,4,4,5,4,4,5,4,4,3,3,5,5,5
1774,5,5,3,4,3,4,5,5,3,5,4,5,3,5,5
1775,2,1,1,4,3,4,1,1,1,1,1,1,1,1,4
1776,4,2,1,4,1,4,2,1,2,4,3,3,1,3,5
1777,4,1,1,2,3,2,1,1,1,1,2,1,1,1,2
1778,5,5,1,3,3,5,5,2,1,4,4,5,2,4,4
1779,1,4,1,1,5,3,4,1,1,1,4,1,1,4,4
178,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3
1780,1,3,1,2,3,1,1,1,2,1,1,3,1,1,4
1781,4,1,1,4,4,1,2,3,1,4,4,1,3,4,5
1782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1783,2,3,1,1,3,1,2,1,1,2,2,3,1,3,4
